time_min,cashier_queue,usher_queue,food_queue,cashiers_busy,ushers_busy,servers_busy,total_served,event,moviegoer,wait_time_min
8.6,18,0,3,5,0,3,16,arrive,45,
8.6,19,0,3,5,0,3,16,join_cashier_queue,45,
8.8,19,0,3,5,0,3,16,arrive,46,
8.8,20,0,3,5,0,3,16,join_cashier_queue,46,
9.0,20,0,3,5,0,3,16,arrive,47,
9.0,21,0,3,5,0,3,16,join_cashier_queue,47,
9,21,0,3,4,0,3,16,ticket_purchased,25,
9,21,0,3,4,1,3,16,join_usher_queue,25,
9,21,0,3,3,1,3,16,ticket_purchased,26,
9,21,1,3,3,1,3,16,join_usher_queue,26,
9,20,1,3,4,1,3,16,start_ticket_check,25,
9,19,1,3,5,1,3,16,start_purchase,27,
9,19,1,3,5,1,3,16,start_purchase,28,
9.05,19,1,3,5,0,3,16,ticket_checked,25,
9.05,19,1,3,5,0,3,17,enter_theater,25,4.45
9.05,19,0,3,5,1,3,17,start_ticket_check,26,
9.1,19,0,3,5,0,3,17,ticket_checked,26,
9.1,19,0,3,5,0,3,18,enter_theater,26,4.3
9.2,19,0,3,5,0,3,18,arrive,48,
9.2,20,0,3,5,0,3,18,join_cashier_queue,48,
9.4,20,0,3,5,0,3,18,arrive,49,
9.4,21,0,3,5,0,3,18,join_cashier_queue,49,
9.6,21,0,3,5,0,3,18,arrive,50,
9.6,22,0,3,5,0,3,18,join_cashier_queue,50,
9.8,22,0,3,5,0,3,18,arrive,51,
9.8,23,0,3,5,0,3,18,join_cashier_queue,51,
10.0,23,0,3,5,0,3,18,arrive,52,
10.0,24,0,3,5,0,3,18,join_cashier_queue,52,
10,24,0,3,4,0,3,18,ticket_purchased,27,
10,24,0,3,4,1,3,18,join_usher_queue,27,
10,23,0,3,5,1,3,18,start_ticket_check,27,
10,23,0,3,5,1,3,18,start_purchase,29,
10.05,23,0,3,5,0,3,18,ticket_checked,27,
10.05,23,0,3,5,0,3,19,enter_theater,27,5.05
10.1,23,0,3,5,0,2,19,food_received,9,
10.1,23,0,3,5,0,2,20,enter_theater,9,8.7
10.1,23,0,2,5,0,3,20,start_food_order,18,
10.2,23,0,2,5,0,3,20,arrive,53,
10.2,24,0,2,5,0,3,20,join_cashier_queue,53,
10.2,24,0,2,4,0,3,20,ticket_purchased,22,
10.2,24,0,2,4,1,3,20,join_usher_queue,22,
10.2,23,0,2,5,1,3,20,start_ticket_check,22,
10.2,23,0,2,5,1,3,20,start_purchase,30,
10.25,23,0,2,5,0,3,20,ticket_checked,22,
10.25,23,0,2,5,0,3,21,enter_theater,22,6.25
10.4,23,0,2,5,0,3,21,arrive,54,
10.4,24,0,2,5,0,3,21,join_cashier_queue,54,
10.4,24,0,2,4,0,3,21,ticket_purchased,23,
10.4,24,0,2,4,1,3,21,join_usher_queue,23,
10.4,23,0,2,5,1,3,21,start_ticket_check,23,
10.4,23,0,2,5,1,3,21,start_purchase,31,
10.45,23,0,2,5,0,3,21,ticket_checked,23,
10.45,23,0,2,5,0,3,22,enter_theater,23,6.25
10.6,23,0,2,5,0,3,22,arrive,55,
10.6,24,0,2,5,0,3,22,join_cashier_queue,55,
10.8,24,0,2,5,0,3,22,arrive,56,
10.8,25,0,2,5,0,3,22,join_cashier_queue,56,
11.0,25,0,2,5,0,3,22,arrive,57,
11.0,26,0,2,5,0,3,22,join_cashier_queue,57,
11,26,0,2,4,0,3,22,ticket_purchased,24,
11,26,0,2,4,1,3,22,join_usher_queue,24,
11,26,0,2,3,1,3,22,ticket_purchased,28,
11,26,1,2,3,1,3,22,join_usher_queue,28,
11,25,1,2,4,1,3,22,start_ticket_check,24,
11,24,1,2,5,1,3,22,start_purchase,32,
11,24,1,2,5,1,3,22,start_purchase,33,
11.05,24,1,2,5,1,2,22,food_received,17,
11.05,24,1,2,5,1,2,23,enter_theater,17,8.05
11.05,24,1,2,5,0,2,23,ticket_checked,24,
11.05,24,1,2,5,0,3,23,join_food_queue,24,
11.05,24,0,2,5,1,3,23,start_food_order,19,
11.05,24,0,2,5,1,3,23,start_ticket_check,28,
11.1,24,0,2,5,1,2,23,food_received,16,
11.1,24,0,2,5,1,2,24,enter_theater,16,8.3
11.1,24,0,1,5,1,3,24,start_food_order,21,
11.1,24,0,1,5,0,3,24,ticket_checked,28,
11.1,24,0,2,5,0,3,24,join_food_queue,28,
11.2,24,0,2,5,0,3,24,arrive,58,
11.2,25,0,2,5,0,3,24,join_cashier_queue,58,
11.4,25,0,2,5,0,3,24,arrive,59,
11.4,26,0,2,5,0,3,24,join_cashier_queue,59,
11.4,26,0,2,4,0,3,24,ticket_purchased,31,
11.4,26,0,2,4,1,3,24,join_usher_queue,31,
11.4,25,0,2,5,1,3,24,start_ticket_check,31,
11.4,25,0,2,5,1,3,24,start_purchase,34,
11.45,25,0,2,5,0,3,24,ticket_checked,31,
11.45,25,0,2,5,0,3,25,enter_theater,31,5.65
11.6,25,0,2,5,0,3,25,arrive,60,
11.6,26,0,2,5,0,3,25,join_cashier_queue,60,
11.8,26,0,2,5,0,3,25,arrive,61,
11.8,27,0,2,5,0,3,25,join_cashier_queue,61,
12.0,27,0,2,5,0,3,25,arrive,62,
12.0,28,0,2,5,0,3,25,join_cashier_queue,62,
12.1,28,0,2,5,0,2,25,food_received,18,
12.1,28,0,2,5,0,2,26,enter_theater,18,8.9
12.1,28,0,1,5,0,3,26,start_food_order,24,
12.2,28,0,1,5,0,3,26,arrive,63,
12.2,29,0,1,5,0,3,26,join_cashier_queue,63,
12.2,29,0,1,4,0,3,26,ticket_purchased,30,
12.2,29,0,1,4,1,3,26,join_usher_queue,30,
12.2,28,0,1,5,1,3,26,start_ticket_check,30,
12.2,28,0,1,5,1,3,26,start_purchase,35,
12.25,28,0,1,5,0,3,26,ticket_checked,30,
12.25,28,0,2,5,0,3,26,join_food_queue,30,
12.4,28,0,2,5,0,3,26,arrive,64,
12.4,29,0,2,5,0,3,26,join_cashier_queue,64,
12.4,29,0,2,4,0,3,26,ticket_purchased,34,
12.4,29,0,2,4,1,3,26,join_usher_queue,34,
12.4,28,0,2,5,1,3,26,start_ticket_check,34,
12.4,28,0,2,5,1,3,26,start_purchase,36,
12.45,28,0,2,5,0,3,26,ticket_checked,34,
12.45,28,0,2,5,0,3,27,enter_theater,34,6.05
12.6,28,0,2,5,0,3,27,arrive,65,
12.6,29,0,2,5,0,3,27,join_cashier_queue,65,
12.8,29,0,2,5,0,3,27,arrive,66,
12.8,30,0,2,5,0,3,27,join_cashier_queue,66,
13.0,30,0,2,5,0,3,27,arrive,67,
13.0,31,0,2,5,0,3,27,join_cashier_queue,67,
13,31,0,2,4,0,3,27,ticket_purchased,29,
13,31,0,2,4,1,3,27,join_usher_queue,29,
13,30,0,2,5,1,3,27,start_ticket_check,29,
13,30,0,2,5,1,3,27,start_purchase,37,
13.05,30,0,2,5,0,3,27,ticket_checked,29,
13.05,30,0,3,5,0,3,27,join_food_queue,29,
13.1,30,0,3,5,0,2,27,food_received,21,
13.1,30,0,3,5,0,2,28,enter_theater,21,9.3
13.1,30,0,2,5,0,3,28,start_food_order,28,
13.2,30,0,2,5,0,3,28,arrive,68,
13.2,31,0,2,5,0,3,28,join_cashier_queue,68,
13.4,31,0,2,5,0,3,28,arrive,69,
13.4,32,0,2,5,0,3,28,join_cashier_queue,69,
13.6,32,0,2,5,0,3,28,arrive,70,
13.6,33,0,2,5,0,3,28,join_cashier_queue,70,
13.8,33,0,2,5,0,3,28,arrive,71,
13.8,34,0,2,5,0,3,28,join_cashier_queue,71,
14.0,34,0,2,5,0,3,28,arrive,72,
14.0,35,0,2,5,0,3,28,join_cashier_queue,72,
14,35,0,2,4,0,3,28,ticket_purchased,32,
14,35,0,2,4,1,3,28,join_usher_queue,32,
14,35,0,2,3,1,3,28,ticket_purchased,33,
14,35,1,2,3,1,3,28,join_usher_queue,33,
14,35,1,2,2,1,3,28,ticket_purchased,37,
14,35,2,2,2,1,3,28,join_usher_queue,37,
14,34,2,2,3,1,3,28,start_ticket_check,32,
14,32,2,2,5,1,3,28,start_purchase,38,
14,32,2,2,5,1,3,28,start_purchase,39,
14,32,2,2,5,1,3,28,start_purchase,40,
14.05,32,2,2,5,0,3,28,ticket_checked,32,
14.05,32,2,3,5,0,3,28,join_food_queue,32,
14.05,32,1,3,5,1,3,28,start_ticket_check,33,
14.1,32,1,3,5,1,2,28,food_received,28,
14.1,32,1,3,5,1,2,29,enter_theater,28,8.9
14.1,32,1,2,5,1,3,29,start_food_order,30,
14.1,32,1,2,5,0,3,29,ticket_checked,33,
14.1,32,1,2,5,0,3,30,enter_theater,33,7.9
14.1,32,0,2,5,1,3,30,start_ticket_check,37,
14.15,32,0,2,5,0,3,30,ticket_checked,37,
14.15,32,0,3,5,0,3,30,join_food_queue,37,
14.2,32,0,3,5,0,3,30,arrive,73,
14.2,33,0,3,5,0,3,30,join_cashier_queue,73,
14.2,33,0,3,4,0,3,30,ticket_purchased,35,
14.2,33,0,3,4,1,3,30,join_usher_queue,35,
14.2,32,0,3,5,1,3,30,start_ticket_check,35,
14.2,32,0,3,5,1,3,30,start_purchase,41,
14.25,32,0,3,5,0,3,30,ticket_checked,35,
14.25,32,0,3,5,0,3,31,enter_theater,35,7.65
14.4,32,0,3,5,0,3,31,arrive,74,
14.4,33,0,3,5,0,3,31,join_cashier_queue,74,
14.6,33,0,3,5,0,3,31,arrive,75,
14.6,34,0,3,5,0,3,31,join_cashier_queue,75,
14.8,34,0,3,5,0,3,31,arrive,76,
14.8,35,0,3,5,0,3,31,join_cashier_queue,76,
15.0,35,0,3,5,0,3,31,arrive,77,
15.0,36,0,3,5,0,3,31,join_cashier_queue,77,
15.2,36,0,3,5,0,3,31,arrive,78,
15.2,37,0,3,5,0,3,31,join_cashier_queue,78,
15.4,37,0,3,5,0,3,31,arrive,79,
15.4,38,0,3,5,0,3,31,join_cashier_queue,79,
15.4,38,0,3,4,0,3,31,ticket_purchased,36,
15.4,38,0,3,4,1,3,31,join_usher_queue,36,
15.4,37,0,3,5,1,3,31,start_ticket_check,36,
15.4,37,0,3,5,1,3,31,start_purchase,42,
15.45,37,0,3,5,0,3,31,ticket_checked,36,
15.45,37,0,3,5,0,3,32,enter_theater,36,8.65
15.6,37,0,3,5,0,3,32,arrive,80,
15.6,38,0,3,5,0,3,32,join_cashier_queue,80,
15.8,38,0,3,5,0,3,32,arrive,81,
15.8,39,0,3,5,0,3,32,join_cashier_queue,81,
16.0,39,0,3,5,0,3,32,arrive,82,
16.0,40,0,3,5,0,3,32,join_cashier_queue,82,
16,40,0,3,4,0,3,32,ticket_purchased,38,
16,40,0,3,4,1,3,32,join_usher_queue,38,
16,40,0,3,3,1,3,32,ticket_purchased,39,
16,40,1,3,3,1,3,32,join_usher_queue,39,
16,40,1,3,2,1,3,32,ticket_purchased,40,
16,40,2,3,2,1,3,32,join_usher_queue,40,
16,39,2,3,3,1,3,32,start_ticket_check,38,
16,37,2,3,5,1,3,32,start_purchase,43,
16,37,2,3,5,1,3,32,start_purchase,44,
16,37,2,3,5,1,3,32,start_purchase,45,
16.05,37,2,3,5,1,2,32,food_received,19,
16.05,37,2,3,5,1,2,33,enter_theater,19,12.65
16.05,37,2,3,5,0,2,33,ticket_checked,38,
16.05,37,2,3,5,0,3,33,join_food_queue,38,
16.05,37,1,3,5,1,3,33,start_food_order,29,
16.05,37,1,3,5,1,3,33,start_ticket_check,39,
16.1,37,1,3,5,1,2,33,food_received,24,
16.1,37,1,3,5,1,2,34,enter_theater,24,11.7
16.1,37,1,3,5,1,1,34,food_received,30,
16.1,37,1,3,5,1,1,35,enter_theater,30,10.5
16.1,37,1,3,5,0,1,35,ticket_checked,39,
16.1,37,1,3,5,0,1,36,enter_theater,39,8.7
16.1,37,0,1,5,1,3,36,start_food_order,32,
16.1,37,0,1,5,1,3,36,start_food_order,37,
16.1,37,0,1,5,1,3,36,start_ticket_check,40,
16.15,37,0,1,5,0,3,36,ticket_checked,40,
16.15,37,0,1,5,0,3,37,enter_theater,40,8.55
16.2,37,0,1,5,0,3,37,arrive,83,
16.2,38,0,1,5,0,3,37,join_cashier_queue,83,
16.4,38,0,1,5,0,3,37,arrive,84,
16.4,39,0,1,5,0,3,37,join_cashier_queue,84,
16.6,39,0,1,5,0,3,37,arrive,85,
16.6,40,0,1,5,0,3,37,join_cashier_queue,85,
16.8,40,0,1,5,0,3,37,arrive,86,
16.8,41,0,1,5,0,3,37,join_cashier_queue,86,
17.0,41,0,1,5,0,3,37,arrive,87,
17.0,42,0,1,5,0,3,37,join_cashier_queue,87,
17,42,0,1,4,0,3,37,ticket_purchased,43,
17,42,0,1,4,1,3,37,join_usher_queue,43,
17,42,0,1,3,1,3,37,ticket_purchased,45,
17,42,1,1,3,1,3,37,join_usher_queue,45,
17,41,1,1,4,1,3,37,start_ticket_check,43,
17,40,1,1,5,1,3,37,start_purchase,46,
17,40,1,1,5,1,3,37,start_purchase,47,
17.05,40,1,1,5,0,3,37,ticket_checked,43,
17.05,40,1,2,5,0,3,37,join_food_queue,43,
17.05,40,0,2,5,1,3,37,start_ticket_check,45,
17.1,40,0,2,5,0,3,37,ticket_checked,45,
17.1,40,0,2,5,0,3,38,enter_theater,45,8.5
17.2,40,0,2,5,0,3,38,arrive,88,
17.2,41,0,2,5,0,3,38,join_cashier_queue,88,
17.2,41,0,2,4,0,3,38,ticket_purchased,41,
17.2,41,0,2,4,1,3,38,join_usher_queue,41,
17.2,40,0,2,5,1,3,38,start_ticket_check,41,
17.2,40,0,2,5,1,3,38,start_purchase,48,
17.25,40,0,2,5,0,3,38,ticket_checked,41,
17.25,40,0,3,5,0,3,38,join_food_queue,41,
17.4,40,0,3,5,0,3,38,arrive,89,
17.4,41,0,3,5,0,3,38,join_cashier_queue,89,
17.4,41,0,3,4,0,3,38,ticket_purchased,42,
17.4,41,0,3,4,1,3,38,join_usher_queue,42,
17.4,40,0,3,5,1,3,38,start_ticket_check,42,
