time_min,cashier_queue,usher_queue,food_queue,cashiers_busy,ushers_busy,servers_busy,total_served
18.0,6,0,0,10,0,11,66
18.25,5,0,0,10,1,11,67
18.5,4,0,0,10,1,9,71
18.75,3,0,0,10,0,8,75
19.0,4,0,0,10,0,7,77
19.25,2,1,0,10,1,7,78
19.5,2,0,0,10,0,8,80
19.75,3,0,0,10,0,7,81
20.0,5,0,0,10,0,6,82
20.25,5,0,0,10,0,6,83
20.5,5,0,0,10,0,5,85
20.75,3,0,0,10,1,5,87
21.0,5,0,0,10,0,6,87
21.25,3,0,0,10,1,6,89
21.5,3,0,0,10,0,6,91
21.75,2,0,0,10,0,4,95
22.0,3,0,0,10,0,3,97
22.25,1,0,0,10,1,4,98
22.5,0,0,0,10,1,6,98
22.75,0,0,0,9,0,8,99
23.0,1,0,0,10,0,7,100
23.25,1,0,0,10,1,7,100
23.5,2,0,0,10,0,7,101
23.75,2,0,0,10,0,6,103
24.0,3,0,0,10,0,7,103
24.25,2,1,0,10,1,6,104
24.5,3,0,0,10,0,7,105
24.75,4,0,0,10,0,7,105
25.0,6,0,0,10,0,7,105
25.25,4,0,0,10,1,7,107
25.5,3,0,0,10,1,4,112
25.75,3,0,0,10,0,4,114
26.0,3,0,0,10,0,5,115
26.25,3,0,0,10,1,5,115
26.5,3,0,0,10,0,7,115
26.75,3,0,0,10,0,8,115
27.0,3,0,0,10,0,7,118
27.25,3,0,0,10,1,7,118
27.5,3,0,0,10,0,9,118
27.75,2,0,0,10,0,11,118
28.0,3,0,0,10,0,12,118
28.25,2,0,0,10,0,12,120
28.5,2,0,0,10,0,12,121
28.75,2,0,0,10,0,11,123
29.0,3,0,0,10,0,11,124
29.25,2,0,0,10,1,12,124
29.5,2,0,0,10,0,8,130
29.75,2,0,0,10,0,8,131
30.0,3,0,0,10,0,8,132
30.25,2,1,0,10,1,8,132
30.5,2,0,0,10,0,10,133
30.75,3,0,0,10,0,8,135
31.0,3,0,0,10,0,9,136
31.25,1,0,0,10,1,11,136
31.5,2,0,0,10,0,10,138
31.75,2,0,0,10,0,10,139
32.0,3,0,0,10,0,11,139
32.25,3,0,0,10,1,10,140
32.5,2,0,0,10,1,11,141
32.75,2,0,0,10,0,10,144
33.0,3,0,0,10,0,10,145
33.25,1,1,0,10,1,9,147
33.5,1,0,0,10,0,9,150
33.75,2,0,0,10,0,9,150
34.0,2,0,0,10,0,8,153
34.25,2,0,0,10,0,9,153
34.5,2,0,0,10,0,8,155
34.75,1,0,0,10,0,8,157
35.0,3,0,0,10,0,5,160
35.25,2,1,0,10,1,5,160
35.5,3,0,0,10,0,6,161
35.75,4,0,0,10,0,6,161
36.0,6,0,0,10,0,6,161
36.25,5,0,0,10,0,7,162
36.5,4,0,0,10,1,6,164
36.75,4,0,0,10,0,6,166
37.0,4,0,0,10,0,7,167
37.25,3,0,0,10,1,6,169
37.5,4,0,0,10,0,6,170
37.75,3,0,0,10,0,7,171
38.0,4,0,0,10,0,7,171
38.25,5,0,0,10,1,7,171
38.5,6,0,0,10,0,6,173
38.75,7,0,0,10,0,6,173
39.0,7,0,0,10,0,7,173
39.25,7,0,0,10,1,6,175
39.5,6,0,0,10,1,5,178
39.75,6,0,0,10,0,4,181
40.0,6,0,0,10,0,4,182
40.25,7,0,0,10,0,5,182
40.5,7,0,0,10,0,5,183
40.75,7,0,0,10,0,6,183
41.0,8,0,0,10,0,6,183
41.25,8,1,0,10,1,4,185
41.5,8,0,0,10,0,7,185
41.75,7,0,0,10,0,8,186
42.0,6,0,0,10,0,10,186
42.25,4,1,0,10,1,11,187
42.5,4,0,0,10,0,10,191
42.75,5,0,0,10,0,10,191
43.0,5,0,0,10,0,9,193
43.25,3,1,0,10,1,10,194
43.5,3,0,0,10,0,10,197
43.75,3,0,0,10,0,10,198
44.0,3,0,0,10,0,9,200
44.25,4,0,0,10,1,9,200
44.5,5,0,0,10,0,9,201
44.75,5,0,0,10,0,10,201
45.0,4,0,0,10,0,10,203
45.25,4,0,0,10,1,10,204
45.5,4,0,0,10,0,9,207
45.75,4,0,0,10,0,9,208
46.0,3,0,0,10,0,9,210
46.25,2,0,0,10,1,9,212
46.5,2,0,0,10,0,8,215
46.75,3,0,0,10,0,6,217
47.0,4,0,0,10,0,5,218
47.25,4,0,0,10,1,3,221
47.5,5,0,0,10,0,3,222
47.75,4,0,0,10,0,2,225
48.0,3,0,0,10,0,3,226
48.25,2,0,0,10,1,4,227
48.5,2,0,0,10,0,4,229
48.75,2,0,0,10,0,5,229
49.0,2,0,0,10,0,5,230
49.25,2,0,0,10,1,4,232
49.5,1,0,0,10,1,4,234
49.75,0,0,0,10,0,6,235
50.0,1,0,0,10,0,6,235
50.25,2,0,0,10,0,7,235
50.5,3,0,0,10,0,6,236
50.75,3,0,0,10,0,7,236
51.0,2,0,0,10,0,8,237
51.25,0,1,0,10,1,8,239
51.5,0,0,0,9,1,10,240
51.75,0,0,0,8,0,11,242
52.0,0,0,0,8,0,11,243
52.25,0,0,0,8,1,12,243
52.5,0,0,0,8,0,12,245
52.75,0,0,0,9,0,8,249
53.0,0,0,0,10,0,6,251
53.25,0,1,0,10,1,6,251
53.5,1,0,0,10,0,6,253
53.75,1,0,0,10,0,7,253
54.0,1,0,0,10,0,7,254
54.25,1,0,0,10,1,8,254
54.5,2,0,0,10,0,7,256
54.75,3,0,0,10,0,6,257
55.0,2,0,0,10,0,5,260
55.25,2,0,0,10,1,4,262
55.5,2,0,0,10,0,5,263
55.75,1,0,0,10,0,5,265
56.0,1,0,0,10,0,5,266
56.25,2,0,0,10,1,5,266
56.5,3,0,0,10,0,5,267
56.75,3,0,0,10,0,5,268
57.0,3,0,0,10,0,5,269
57.25,2,0,0,10,1,5,271
57.5,2,0,0,10,0,5,273
57.75,1,0,0,10,0,5,275
58.0,0,0,0,10,0,7,275
58.25,0,1,0,10,1,6,276
58.5,1,0,0,10,0,6,278
58.75,2,0,0,10,0,6,278
59.0,1,0,0,10,0,6,280
59.25,1,0,0,10,1,6,281
59.5,2,0,0,10,0,5,283
59.75,2,0,0,10,0,5,284
60.0,2,0,0,10,0,6,284
60.25,3,0,0,10,0,7,284
60.5,3,0,0,10,0,7,285
60.75,3,0,0,10,0,7,286
61.0,3,0,0,10,0,5,289
61.25,3,1,0,10,1,5,289
61.5,3,0,0,10,0,6,291
61.75,2,0,0,10,0,7,292
62.0,1,0,0,10,0,8,293
62.25,0,1,0,10,1,7,295
62.5,0,0,0,10,0,7,298
62.75,0,0,0,10,0,7,299
63.0,0,0,0,10,0,6,301
63.25,1,0,0,10,0,6,302
63.5,1,0,0,10,0,6,303
63.75,2,0,0,10,0,5,304
64.0,2,0,0,10,0,6,304
64.25,1,1,0,10,1,6,305
64.5,1,0,0,10,0,6,308
64.75,0,0,0,10,0,5,311
65.0,0,0,0,8,0,7,312
65.25,0,0,0,9,0,7,313
65.5,0,0,0,10,0,6,314
65.75,1,0,0,10,0,6,314
66.0,2,0,0,10,0,5,315
66.25,3,0,0,10,1,5,315
66.5,2,0,0,10,1,6,316
66.75,2,0,0,10,0,7,317
67.0,3,0,0,10,0,6,318
67.25,2,1,0,10,1,5,320
67.5,2,0,0,10,0,7,321
67.75,2,0,0,10,0,8,321
68.0,2,0,0,10,0,8,322
68.25,3,0,0,10,0,9,322
68.5,3,0,0,10,0,8,324
68.75,2,0,0,10,0,7,327
69.0,3,0,0,10,0,6,328
69.25,1,1,0,10,1,6,330
69.5,2,0,0,10,0,5,333
69.75,2,0,0,10,0,4,335
70.0,2,0,0,10,0,4,336
70.25,2,1,0,10,1,4,336
70.5,2,0,0,10,0,6,337
70.75,2,0,0,10,0,7,337
71.0,2,0,0,10,0,7,338
71.25,2,0,0,10,1,6,340
71.5,2,0,0,10,0,5,343
71.75,3,0,0,10,0,5,343
72.0,4,0,0,10,0,4,344
72.25,4,0,0,10,0,5,345
72.5,4,0,0,10,0,4,347
72.75,3,0,0,10,0,5,348
73.0,3,0,0,10,0,5,349
73.25,1,2,0,10,1,5,350
73.5,1,0,0,10,0,5,354
73.75,2,0,0,10,0,5,354
74.0,2,0,0,10,0,5,355
74.25,3,0,0,10,1,5,355
74.5,3,0,0,10,0,6,356
74.75,3,0,0,10,0,7,356
75.0,4,0,0,10,0,7,356
75.25,3,0,0,10,1,7,358
75.5,2,0,0,10,1,9,358
75.75,2,0,0,10,0,9,360
76.0,2,0,0,10,0,10,360
76.25,3,0,0,10,1,9,361
76.5,4,0,0,10,0,9,362
76.75,4,0,0,10,0,7,365
77.0,5,0,0,10,0,7,365
77.25,5,0,0,10,1,7,366
77.5,5,0,0,10,0,7,368
77.75,5,0,0,10,0,7,369
78.0,5,0,0,10,0,6,371
78.25,4,1,0,10,1,6,372
78.5,4,0,0,10,0,4,377
78.75,4,0,0,10,0,3,379
79.0,5,0,0,10,0,3,379
79.25,4,1,0,10,1,3,380
79.5,4,0,0,10,0,4,382
79.75,4,0,0,10,0,4,383
80.0,4,0,0,10,0,4,384
80.25,4,0,0,10,1,4,385
80.5,4,0,0,10,0,3,388
80.75,5,0,0,10,0,3,388
81.0,5,0,0,10,0,4,388
81.25,5,0,0,10,0,5,389
81.5,5,0,0,10,0,2,393
81.75,5,0,0,10,0,3,393
82.0,6,0,0,10,0,3,393
82.25,4,1,0,10,1,4,394
82.5,4,0,0,10,0,5,396
82.75,3,0,0,10,0,6,397
83.0,3,0,0,10,0,7,397
83.25,3,0,0,10,1,8,397
83.5,3,0,0,10,0,9,398
83.75,4,0,0,10,0,9,398
84.0,4,0,0,10,0,10,398
84.25,3,1,0,10,1,10,399
84.5,3,0,0,10,0,11,401
84.75,3,0,0,10,0,12,401
85.0,3,0,0,10,0,12,402
85.25,2,0,0,10,1,12,404
85.5,2,0,0,10,0,12,406
85.75,2,0,0,10,0,11,408
86.0,2,0,0,10,0,11,409
86.25,1,2,0,10,1,10,410
86.5,2,0,0,10,0,10,413
86.75,3,0,0,10,0,9,414
87.0,4,0,0,10,0,8,415
87.25,5,0,0,10,0,7,417
87.5,5,0,0,10,0,5,420
87.75,4,0,0,10,0,4,423
88.0,5,0,0,10,0,4,423
88.25,5,0,0,10,1,4,424
88.5,5,0,0,10,0,5,425
88.75,6,0,0,10,0,5,425
89.0,6,0,0,10,0,5,426
89.25,5,1,0,10,1,5,427
89.5,6,0,0,10,0,4,430
89.75,6,0,0,10,0,5,430
