time_min,cashier_queue,usher_queue,food_queue,cashiers_busy,ushers_busy,servers_busy,total_served,event,moviegoer,wait_time_min
11.65,2,1,0,10,0,5,42,ticket_checked,44,
11.65,2,1,0,10,0,5,43,enter_theater,44,3.25
11.65,2,0,0,10,1,5,43,start_ticket_check,49,
11.65,2,0,0,10,1,4,43,food_received,35,
11.65,2,0,0,10,1,4,44,enter_theater,35,5.05
11.7,2,0,0,10,0,4,44,ticket_checked,49,
11.7,2,0,0,10,0,4,45,enter_theater,49,2.3
11.8,2,0,0,10,0,4,45,arrive,61,
11.8,3,0,0,10,0,4,45,join_cashier_queue,61,
12.0,3,0,0,10,0,4,45,arrive,62,
12.0,4,0,0,10,0,4,45,join_cashier_queue,62,
12.1,4,0,0,10,0,3,45,food_received,32,
12.1,4,0,0,10,0,3,46,enter_theater,32,6.1
12.2,4,0,0,10,0,3,46,arrive,63,
12.2,5,0,0,10,0,3,46,join_cashier_queue,63,
12.2,5,0,0,9,0,3,46,ticket_purchased,46,
12.2,5,0,0,9,1,3,46,join_usher_queue,46,
12.2,4,0,0,10,1,3,46,start_ticket_check,46,
12.2,4,0,0,10,1,3,46,start_purchase,59,
12.25,4,0,0,10,1,2,46,food_received,52,
12.25,4,0,0,10,1,2,47,enter_theater,52,2.25
12.25,4,0,0,10,0,2,47,ticket_checked,46,
12.25,4,0,0,10,0,2,48,enter_theater,46,3.45
12.4,4,0,0,10,0,2,48,arrive,64,
12.4,5,0,0,10,0,2,48,join_cashier_queue,64,
12.4,5,0,0,9,0,2,48,ticket_purchased,47,
12.4,5,0,0,9,1,2,48,join_usher_queue,47,
12.4,5,0,0,8,1,2,48,ticket_purchased,48,
12.4,5,1,0,8,1,2,48,join_usher_queue,48,
12.4,4,1,0,9,1,2,48,start_ticket_check,47,
12.4,3,1,0,10,1,2,48,start_purchase,60,
12.4,3,1,0,10,1,2,48,start_purchase,61,
12.45,3,1,0,10,0,2,48,ticket_checked,47,
12.45,3,1,0,10,0,2,49,enter_theater,47,3.45
12.45,3,0,0,10,1,2,49,start_ticket_check,48,
12.5,3,0,0,10,0,2,49,ticket_checked,48,
12.5,3,0,0,10,0,3,49,join_food_queue,48,
12.5,3,0,0,10,0,3,49,start_food_order,48,
12.6,3,0,0,10,0,3,49,arrive,65,
12.6,4,0,0,10,0,3,49,join_cashier_queue,65,
12.8,4,0,0,10,0,3,49,arrive,66,
12.8,5,0,0,10,0,3,49,join_cashier_queue,66,
12.8,5,0,0,9,0,3,49,ticket_purchased,50,
12.8,5,0,0,9,1,3,49,join_usher_queue,50,
12.8,4,0,0,10,1,3,49,start_ticket_check,50,
12.8,4,0,0,10,1,3,49,start_purchase,62,
12.85,4,0,0,10,0,3,49,ticket_checked,50,
12.85,4,0,0,10,0,4,49,join_food_queue,50,
12.85,4,0,0,10,0,4,49,start_food_order,50,
13.0,4,0,0,10,0,4,49,arrive,67,
13.0,5,0,0,10,0,4,49,join_cashier_queue,67,
13.0,5,0,0,9,0,4,49,ticket_purchased,54,
13.0,5,0,0,9,1,4,49,join_usher_queue,54,
13.0,4,0,0,10,1,4,49,start_ticket_check,54,
13.0,4,0,0,10,1,4,49,start_purchase,63,
13.05,4,0,0,10,0,4,49,ticket_checked,54,
13.05,4,0,0,10,0,4,50,enter_theater,54,2.65
13.2,4,0,0,10,0,4,50,arrive,68,
13.2,5,0,0,10,0,4,50,join_cashier_queue,68,
13.2,5,0,0,9,0,4,50,ticket_purchased,59,
13.2,5,0,0,9,1,4,50,join_usher_queue,59,
13.2,4,0,0,10,1,4,50,start_ticket_check,59,
13.2,4,0,0,10,1,4,50,start_purchase,64,
13.25,4,0,0,10,0,4,50,ticket_checked,59,
13.25,4,0,0,10,0,5,50,join_food_queue,59,
13.25,4,0,0,10,0,5,50,start_food_order,59,
13.4,4,0,0,10,0,5,50,arrive,69,
13.4,5,0,0,10,0,5,50,join_cashier_queue,69,
13.4,5,0,0,9,0,5,50,ticket_purchased,61,
13.4,5,0,0,9,1,5,50,join_usher_queue,61,
13.4,4,0,0,10,1,5,50,start_ticket_check,61,
13.4,4,0,0,10,1,5,50,start_purchase,65,
13.45,4,0,0,10,0,5,50,ticket_checked,61,
13.45,4,0,0,10,0,6,50,join_food_queue,61,
13.45,4,0,0,10,0,6,50,start_food_order,61,
13.6,4,0,0,10,0,6,50,arrive,70,
13.6,5,0,0,10,0,6,50,join_cashier_queue,70,
13.6,5,0,0,9,0,6,50,ticket_purchased,53,
13.6,5,0,0,9,1,6,50,join_usher_queue,53,
13.6,4,0,0,10,1,6,50,start_ticket_check,53,
13.6,4,0,0,10,1,6,50,start_purchase,66,
13.65,4,0,0,10,0,6,50,ticket_checked,53,
13.65,4,0,0,10,0,7,50,join_food_queue,53,
13.65,4,0,0,10,0,7,50,start_food_order,53,
13.8,4,0,0,10,0,7,50,arrive,71,
13.8,5,0,0,10,0,7,50,join_cashier_queue,71,
14.0,5,0,0,10,0,7,50,arrive,72,
14.0,6,0,0,10,0,7,50,join_cashier_queue,72,
14.0,6,0,0,9,0,7,50,ticket_purchased,63,
14.0,6,0,0,9,1,7,50,join_usher_queue,63,
14.0,5,0,0,10,1,7,50,start_ticket_check,63,
14.0,5,0,0,10,1,7,50,start_purchase,67,
14.0,5,0,0,9,1,7,50,ticket_purchased,55,
14.0,5,1,0,9,1,7,50,join_usher_queue,55,
14.0,4,1,0,10,1,7,50,start_purchase,68,
14.05,4,1,0,10,0,7,50,ticket_checked,63,
14.05,4,1,0,10,0,8,50,join_food_queue,63,
14.05,4,0,0,10,1,8,50,start_food_order,63,
14.05,4,0,0,10,1,8,50,start_ticket_check,55,
14.1,4,0,0,10,0,8,50,ticket_checked,55,
14.1,4,0,0,10,0,8,51,enter_theater,55,3.5
14.2,4,0,0,10,0,8,51,arrive,73,
14.2,5,0,0,10,0,8,51,join_cashier_queue,73,
14.2,5,0,0,9,0,8,51,ticket_purchased,56,
14.2,5,0,0,9,1,8,51,join_usher_queue,56,
14.2,4,0,0,10,1,8,51,start_ticket_check,56,
14.2,4,0,0,10,1,8,51,start_purchase,69,
14.25,4,0,0,10,1,7,51,food_received,43,
14.25,4,0,0,10,1,7,52,enter_theater,43,6.05
14.25,4,0,0,10,0,7,52,ticket_checked,56,
14.25,4,0,0,10,0,8,52,join_food_queue,56,
14.25,4,0,0,10,0,8,52,start_food_order,56,
14.4,4,0,0,10,0,8,52,arrive,74,
14.4,5,0,0,10,0,8,52,join_cashier_queue,74,
14.4,5,0,0,9,0,8,52,ticket_purchased,60,
14.4,5,0,0,9,1,8,52,join_usher_queue,60,
14.4,4,0,0,10,1,8,52,start_ticket_check,60,
14.4,4,0,0,10,1,8,52,start_purchase,70,
14.45,4,0,0,10,0,8,52,ticket_checked,60,
14.45,4,0,0,10,0,9,52,join_food_queue,60,
14.45,4,0,0,10,0,9,52,start_food_order,60,
14.6,4,0,0,10,0,9,52,arrive,75,
14.6,5,0,0,10,0,9,52,join_cashier_queue,75,
14.6,5,0,0,9,0,9,52,ticket_purchased,57,
14.6,5,0,0,9,1,9,52,join_usher_queue,57,
14.6,4,0,0,10,1,9,52,start_ticket_check,57,
14.6,4,0,0,10,1,9,52,start_purchase,71,
14.6,4,0,0,9,1,9,52,ticket_purchased,58,
14.6,4,1,0,9,1,9,52,join_usher_queue,58,
14.6,3,1,0,10,1,9,52,start_purchase,72,
14.65,3,1,0,10,0,9,52,ticket_checked,57,
14.65,3,1,0,10,0,10,52,join_food_queue,57,
14.65,3,0,0,10,1,10,52,start_food_order,57,
14.65,3,0,0,10,1,10,52,start_ticket_check,58,
14.65,3,0,0,10,1,9,52,food_received,45,
14.65,3,0,0,10,1,9,53,enter_theater,45,6.05
14.7,3,0,0,10,0,9,53,ticket_checked,58,
14.7,3,0,0,10,0,10,53,join_food_queue,58,
14.7,3,0,0,10,0,10,53,start_food_order,58,
14.8,3,0,0,10,0,10,53,arrive,76,
14.8,4,0,0,10,0,10,53,join_cashier_queue,76,
15.0,4,0,0,10,0,10,53,arrive,77,
15.0,5,0,0,10,0,10,53,join_cashier_queue,77,
15.05,5,0,0,10,0,9,53,food_received,63,
15.05,5,0,0,10,0,9,54,enter_theater,63,2.85
15.2,5,0,0,10,0,9,54,arrive,78,
15.2,6,0,0,10,0,9,54,join_cashier_queue,78,
15.25,6,0,0,10,0,8,54,food_received,59,
15.25,6,0,0,10,0,8,55,enter_theater,59,3.85
15.25,6,0,0,10,0,7,55,food_received,56,
15.25,6,0,0,10,0,7,56,enter_theater,56,4.45
15.4,6,0,0,10,0,7,56,arrive,79,
15.4,7,0,0,10,0,7,56,join_cashier_queue,79,
15.4,7,0,0,9,0,7,56,ticket_purchased,65,
15.4,7,0,0,9,1,7,56,join_usher_queue,65,
15.4,7,0,0,8,1,7,56,ticket_purchased,70,
15.4,7,1,0,8,1,7,56,join_usher_queue,70,
15.4,6,1,0,9,1,7,56,start_ticket_check,65,
15.4,5,1,0,10,1,7,56,start_purchase,73,
15.4,5,1,0,10,1,7,56,start_purchase,74,
15.45,5,1,0,10,1,6,56,food_received,60,
15.45,5,1,0,10,1,6,57,enter_theater,60,3.85
15.45,5,1,0,10,0,6,57,ticket_checked,65,
15.45,5,1,0,10,0,7,57,join_food_queue,65,
15.45,5,0,0,10,1,7,57,start_food_order,65,
15.45,5,0,0,10,1,7,57,start_ticket_check,70,
15.5,5,0,0,10,1,6,57,food_received,48,
15.5,5,0,0,10,1,6,58,enter_theater,48,6.3
15.5,5,0,0,10,0,6,58,ticket_checked,70,
15.5,5,0,0,10,0,6,59,enter_theater,70,1.9
15.6,5,0,0,10,0,6,59,arrive,80,
15.6,6,0,0,10,0,6,59,join_cashier_queue,80,
15.8,6,0,0,10,0,6,59,arrive,81,
15.8,7,0,0,10,0,6,59,join_cashier_queue,81,
15.8,7,0,0,9,0,6,59,ticket_purchased,62,
15.8,7,0,0,9,1,6,59,join_usher_queue,62,
15.8,6,0,0,10,1,6,59,start_ticket_check,62,
15.8,6,0,0,10,1,6,59,start_purchase,75,
15.85,6,0,0,10,0,6,59,ticket_checked,62,
15.85,6,0,0,10,0,7,59,join_food_queue,62,
15.85,6,0,0,10,0,7,59,start_food_order,62,
16.0,6,0,0,10,0,7,59,arrive,82,
16.0,7,0,0,10,0,7,59,join_cashier_queue,82,
16.0,7,0,0,9,0,7,59,ticket_purchased,67,
16.0,7,0,0,9,1,7,59,join_usher_queue,67,
16.0,6,0,0,10,1,7,59,start_ticket_check,67,
16.0,6,0,0,10,1,7,59,start_purchase,76,
16.0,6,0,0,9,1,7,59,ticket_purchased,68,
16.0,6,1,0,9,1,7,59,join_usher_queue,68,
16.0,5,1,0,10,1,7,59,start_purchase,77,
16.05,5,1,0,10,0,7,59,ticket_checked,67,
16.05,5,1,0,10,0,7,60,enter_theater,67,3.05
16.05,5,0,0,10,1,7,60,start_ticket_check,68,
16.1,5,0,0,10,0,7,60,ticket_checked,68,
16.1,5,0,0,10,0,7,61,enter_theater,68,2.9
16.2,5,0,0,10,0,7,61,arrive,83,
16.2,6,0,0,10,0,7,61,join_cashier_queue,83,
16.2,6,0,0,9,0,7,61,ticket_purchased,64,
16.2,6,0,0,9,1,7,61,join_usher_queue,64,
16.2,6,0,0,8,1,7,61,ticket_purchased,69,
16.2,6,1,0,8,1,7,61,join_usher_queue,69,
16.2,5,1,0,9,1,7,61,start_ticket_check,64,
16.2,4,1,0,10,1,7,61,start_purchase,78,
16.2,4,1,0,10,1,7,61,start_purchase,79,
16.25,4,1,0,10,0,7,61,ticket_checked,64,
16.25,4,1,0,10,0,8,61,join_food_queue,64,
16.25,4,0,0,10,1,8,61,start_food_order,64,
16.25,4,0,0,10,1,8,61,start_ticket_check,69,
16.3,4,0,0,10,0,8,61,ticket_checked,69,
16.3,4,0,0,10,0,9,61,join_food_queue,69,
16.3,4,0,0,10,0,9,61,start_food_order,69,
16.4,4,0,0,10,0,9,61,arrive,84,
16.4,5,0,0,10,0,9,61,join_cashier_queue,84,
16.6,5,0,0,10,0,9,61,arrive,85,
16.6,6,0,0,10,0,9,61,join_cashier_queue,85,
16.6,6,0,0,9,0,9,61,ticket_purchased,72,
16.6,6,0,0,9,1,9,61,join_usher_queue,72,
16.6,5,0,0,10,1,9,61,start_ticket_check,72,
16.6,5,0,0,10,1,9,61,start_purchase,80,
16.6,5,0,0,9,1,9,61,ticket_purchased,66,
16.6,5,1,0,9,1,9,61,join_usher_queue,66,
16.6,4,1,0,10,1,9,61,start_purchase,81,
16.65,4,1,0,10,0,9,61,ticket_checked,72,
16.65,4,1,0,10,0,10,61,join_food_queue,72,
16.65,4,0,0,10,1,10,61,start_food_order,72,
16.65,4,0,0,10,1,10,61,start_ticket_check,66,
16.7,4,0,0,10,1,9,61,food_received,58,
16.7,4,0,0,10,1,9,62,enter_theater,58,5.5
16.7,4,0,0,10,0,9,62,ticket_checked,66,
16.7,4,0,0,10,0,10,62,join_food_queue,66,
16.7,4,0,0,10,0,10,62,start_food_order,66,
16.8,4,0,0,10,0,10,62,arrive,86,
16.8,5,0,0,10,0,10,62,join_cashier_queue,86,
16.8,5,0,0,9,0,10,62,ticket_purchased,75,
16.8,5,0,0,9,1,10,62,join_usher_queue,75,
16.8,4,0,0,10,1,10,62,start_ticket_check,75,
16.8,4,0,0,10,1,10,62,start_purchase,82,
16.85,4,0,0,10,0,10,62,ticket_checked,75,
16.85,4,0,0,10,0,11,62,join_food_queue,75,
16.85,4,0,0,10,0,11,62,start_food_order,75,
17.0,4,0,0,10,0,11,62,arrive,87,
17.0,5,0,0,10,0,11,62,join_cashier_queue,87,
17.2,5,0,0,10,0,11,62,arrive,88,
17.2,6,0,0,10,0,11,62,join_cashier_queue,88,
17.3,6,0,0,10,0,10,62,food_received,69,
17.3,6,0,0,10,0,10,63,enter_theater,69,3.9
17.4,6,0,0,10,0,10,63,arrive,89,
17.4,7,0,0,10,0,10,63,join_cashier_queue,89,
17.4,7,0,0,9,0,10,63,ticket_purchased,74,
17.4,7,0,0,9,1,10,63,join_usher_queue,74,
17.4,6,0,0,10,1,10,63,start_ticket_check,74,
17.4,6,0,0,10,1,10,63,start_purchase,83,
17.45,6,0,0,10,0,10,63,ticket_checked,74,
17.45,6,0,0,10,0,11,63,join_food_queue,74,
17.45,6,0,0,10,0,11,63,start_food_order,74,
17.6,6,0,0,10,0,11,63,arrive,90,
17.6,7,0,0,10,0,11,63,join_cashier_queue,90,
17.6,7,0,0,9,0,11,63,ticket_purchased,71,
17.6,7,0,0,9,1,11,63,join_usher_queue,71,
17.6,6,0,0,10,1,11,63,start_ticket_check,71,
17.6,6,0,0,10,1,11,63,start_purchase,84,
17.6,6,0,0,9,1,11,63,ticket_purchased,81,
17.6,6,1,0,9,1,11,63,join_usher_queue,81,
17.6,5,1,0,10,1,11,63,start_purchase,85,
17.65,5,1,0,10,0,11,63,ticket_checked,71,
17.65,5,1,0,10,0,12,63,join_food_queue,71,
17.65,5,0,0,10,1,12,63,start_food_order,71,
17.65,5,0,0,10,1,12,63,start_ticket_check,81,
17.7,5,0,0,10,1,11,63,food_received,66,
17.7,5,0,0,10,1,11,64,enter_theater,66,4.9
17.7,5,0,0,10,0,11,64,ticket_checked,81,
17.7,5,0,0,10,0,11,65,enter_theater,81,1.9
17.8,5,0,0,10,0,11,65,arrive,91,
17.8,6,0,0,10,0,11,65,join_cashier_queue,91,
17.8,6,0,0,9,0,11,65,ticket_purchased,82,
17.8,6,0,0,9,1,11,65,join_usher_queue,82,
17.8,5,0,0,10,1,11,65,start_ticket_check,82,
17.8,5,0,0,10,1,11,65,start_purchase,86,
17.85,5,0,0,10,1,10,65,food_received,50,
17.85,5,0,0,10,1,10,66,enter_theater,50,8.25
17.85,5,0,0,10,0,10,66,ticket_checked,82,
17.85,5,0,0,10,0,11,66,join_food_queue,82,
17.85,5,0,0,10,0,11,66,start_food_order,82,
18.0,5,0,0,10,0,11,66,arrive,92,
18.0,6,0,0,10,0,11,66,join_cashier_queue,92,
18.0,6,0,0,9,0,11,66,ticket_purchased,76,
18.0,6,0,0,9,1,11,66,join_usher_queue,76,
18.0,5,0,0,10,1,11,66,start_ticket_check,76,
18.0,5,0,0,10,1,11,66,start_purchase,87,
18.05,5,0,0,10,0,11,66,ticket_checked,76,
18.05,5,0,0,10,0,11,67,enter_theater,76,3.25
18.2,5,0,0,10,0,11,67,arrive,93,
18.2,6,0,0,10,0,11,67,join_cashier_queue,93,
18.2,6,0,0,9,0,11,67,ticket_purchased,79,
18.2,6,0,0,9,1,11,67,join_usher_queue,79,
18.2,5,0,0,10,1,11,67,start_ticket_check,79,
18.2,5,0,0,10,1,11,67,start_purchase,88,
18.25,5,0,0,10,1,10,67,food_received,64,
18.25,5,0,0,10,1,10,68,enter_theater,64,5.85
18.25,5,0,0,10,0,10,68,ticket_checked,79,
18.25,5,0,0,10,0,10,69,enter_theater,79,2.85
18.4,5,0,0,10,0,10,69,arrive,94,
18.4,6,0,0,10,0,10,69,join_cashier_queue,94,
18.4,6,0,0,9,0,10,69,ticket_purchased,73,
18.4,6,0,0,9,1,10,69,join_usher_queue,73,
18.4,6,0,0,8,1,10,69,ticket_purchased,83,
18.4,6,1,0,8,1,10,69,join_usher_queue,83,
18.4,5,1,0,9,1,10,69,start_ticket_check,73,
18.4,4,1,0,10,1,10,69,start_purchase,89,
18.4,4,1,0,10,1,10,69,start_purchase,90,
18.45,4,1,0,10,1,9,69,food_received,61,
18.45,4,1,0,10,1,9,70,enter_theater,61,6.65
18.45,4,1,0,10,1,8,70,food_received,65,
18.45,4,1,0,10,1,8,71,enter_theater,65,5.85
18.45,4,1,0,10,0,8,71,ticket_checked,73,
18.45,4,1,0,10,0,9,71,join_food_queue,73,
18.45,4,0,0,10,1,9,71,start_food_order,73,
18.45,4,0,0,10,1,9,71,start_ticket_check,83,
18.5,4,0,0,10,0,9,71,ticket_checked,83,
18.5,4,0,0,10,0,9,72,enter_theater,83,2.3
18.6,4,0,0,10,0,9,72,arrive,95,
18.6,5,0,0,10,0,9,72,join_cashier_queue,95,
18.6,5,0,0,9,0,9,72,ticket_purchased,80,
18.6,5,0,0,9,1,9,72,join_usher_queue,80,
18.6,5,0,0,8,1,9,72,ticket_purchased,84,
18.6,5,1,0,8,1,9,72,join_usher_queue,84,
18.6,4,1,0,9,1,9,72,start_ticket_check,80,
18.6,3,1,0,10,1,9,72,start_purchase,91,
18.6,3,1,0,10,1,9,72,start_purchase,92,
18.65,3,1,0,10,0,9,72,ticket_checked,80,
18.65,3,1,0,10,0,9,73,enter_theater,80,3.05
18.65,3,0,0,10,1,9,73,start_ticket_check,84,
18.65,3,0,0,10,1,8,73,food_received,53,
18.65,3,0,0,10,1,8,74,enter_theater,53,8.45
18.7,3,0,0,10,0,8,74,ticket_checked,84,
18.7,3,0,0,10,0,8,75,enter_theater,84,2.3
18.8,3,0,0,10,0,8,75,arrive,96,
18.8,4,0,0,10,0,8,75,join_cashier_queue,96,
18.8,4,0,0,9,0,8,75,ticket_purchased,86,
18.8,4,0,0,9,1,8,75,join_usher_queue,86,
18.8,3,0,0,10,1,8,75,start_ticket_check,86,
18.8,3,0,0,10,1,8,75,start_purchase,93,
18.85,3,0,0,10,1,7,75,food_received,62,
18.85,3,0,0,10,1,7,76,enter_theater,62,6.85
18.85,3,0,0,10,1,6,76,food_received,75,
18.85,3,0,0,10,1,6,77,enter_theater,75,4.25
18.85,3,0,0,10,0,6,77,ticket_checked,86,
18.85,3,0,0,10,0,7,77,join_food_queue,86,
18.85,3,0,0,10,0,7,77,start_food_order,86,
19.0,3,0,0,10,0,7,77,arrive,97,
19.0,4,0,0,10,0,7,77,join_cashier_queue,97,
19.0,4,0,0,9,0,7,77,ticket_purchased,77,
19.0,4,0,0,9,1,7,77,join_usher_queue,77,
19.0,3,0,0,10,1,7,77,start_ticket_check,77,
19.0,3,0,0,10,1,7,77,start_purchase,94,
19.05,3,0,0,10,0,7,77,ticket_checked,77,
19.05,3,0,0,10,0,7,78,enter_theater,77,4.05
19.2,3,0,0,10,0,7,78,arrive,98,
19.2,4,0,0,10,0,7,78,join_cashier_queue,98,
19.2,4,0,0,9,0,7,78,ticket_purchased,78,
19.2,4,0,0,9,1,7,78,join_usher_queue,78,
19.2,4,0,0,8,1,7,78,ticket_purchased,88,
19.2,4,1,0,8,1,7,78,join_usher_queue,88,
19.2,3,1,0,9,1,7,78,start_ticket_check,78,
19.2,2,1,0,10,1,7,78,start_purchase,95,
19.2,2,1,0,10,1,7,78,start_purchase,96,
19.25,2,1,0,10,0,7,78,ticket_checked,78,
19.25,2,1,0,10,0,8,78,join_food_queue,78,
19.25,2,0,0,10,1,8,78,start_food_order,78,
19.25,2,0,0,10,1,8,78,start_ticket_check,88,
19.3,2,0,0,10,0,8,78,ticket_checked,88,
19.3,2,0,0,10,0,9,78,join_food_queue,88,
19.3,2,0,0,10,0,9,78,start_food_order,88,
19.4,2,0,0,10,0,9,78,arrive,99,
19.4,3,0,0,10,0,9,78,join_cashier_queue,99,
19.4,3,0,0,9,0,9,78,ticket_purchased,90,
19.4,3,0,0,9,1,9,78,join_usher_queue,90,
19.4,2,0,0,10,1,9,78,start_ticket_check,90,
19.4,2,0,0,10,1,9,78,start_purchase,97,
19.45,2,0,0,10,1,8,78,food_received,73,
19.45,2,0,0,10,1,8,79,enter_theater,73,5.25
19.45,2,0,0,10,0,8,79,ticket_checked,90,
19.45,2,0,0,10,0,8,80,enter_theater,90,1.85
19.6,2,0,0,10,0,8,80,arrive,100,
19.6,3,0,0,10,0,8,80,join_cashier_queue,100,
19.65,3,0,0,10,0,7,80,food_received,57,
19.65,3,0,0,10,0,7,81,enter_theater,57,8.65
19.8,3,0,0,10,0,7,81,arrive,101,
19.8,4,0,0,10,0,7,81,join_cashier_queue,101,
19.85,4,0,0,10,0,6,81,food_received,86,
19.85,4,0,0,10,0,6,82,enter_theater,86,3.05
20.0,4,0,0,10,0,6,82,arrive,102,
20.0,5,0,0,10,0,6,82,join_cashier_queue,102,
20.0,5,0,0,9,0,6,82,ticket_purchased,94,
20.0,5,0,0,9,1,6,82,join_usher_queue,94,
20.0,4,0,0,10,1,6,82,start_ticket_check,94,
20.0,4,0,0,10,1,6,82,start_purchase,98,
20.05,4,0,0,10,0,6,82,ticket_checked,94,
20.05,4,0,0,10,0,6,83,enter_theater,94,1.65
20.2,4,0,0,10,0,6,83,arrive,103,
20.2,5,0,0,10,0,6,83,join_cashier_queue,103,
20.4,5,0,0,10,0,6,83,arrive,104,
20.4,6,0,0,10,0,6,83,join_cashier_queue,104,
20.4,6,0,0,9,0,6,83,ticket_purchased,89,
20.4,6,0,0,9,1,6,83,join_usher_queue,89,
20.4,5,0,0,10,1,6,83,start_ticket_check,89,
20.4,5,0,0,10,1,6,83,start_purchase,99,
20.45,5,0,0,10,1,5,83,food_received,74,
20.45,5,0,0,10,1,5,84,enter_theater,74,6.05
20.45,5,0,0,10,0,5,84,ticket_checked,89,
20.45,5,0,0,10,0,5,85,enter_theater,89,3.05
20.6,5,0,0,10,0,5,85,arrive,105,
20.6,6,0,0,10,0,5,85,join_cashier_queue,105,
20.6,6,0,0,9,0,5,85,ticket_purchased,91,
20.6,6,0,0,9,1,5,85,join_usher_queue,91,
20.6,6,0,0,8,1,5,85,ticket_purchased,92,
20.6,6,1,0,8,1,5,85,join_usher_queue,92,
20.6,5,1,0,9,1,5,85,start_ticket_check,91,
20.6,4,1,0,10,1,5,85,start_purchase,100,
20.6,4,1,0,10,1,5,85,start_purchase,101,
20.6,4,1,0,9,1,5,85,ticket_purchased,85,
20.6,4,2,0,9,1,5,85,join_usher_queue,85,
20.6,3,2,0,10,1,5,85,start_purchase,102,
20.65,3,2,0,10,1,4,85,food_received,71,
20.65,3,2,0,10,1,4,86,enter_theater,71,6.85
20.65,3,2,0,10,0,4,86,ticket_checked,91,
20.65,3,2,0,10,0,4,87,enter_theater,91,2.85
20.65,3,1,0,10,1,4,87,start_ticket_check,92,
20.7,3,1,0,10,0,4,87,ticket_checked,92,
20.7,3,1,0,10,0,5,87,join_food_queue,92,
20.7,3,0,0,10,1,5,87,start_food_order,92,
20.7,3,0,0,10,1,5,87,start_ticket_check,85,
20.75,3,0,0,10,0,5,87,ticket_checked,85,
20.75,3,0,0,10,0,6,87,join_food_queue,85,
20.75,3,0,0,10,0,6,87,start_food_order,85,
20.8,3,0,0,10,0,6,87,arrive,106,
20.8,4,0,0,10,0,6,87,join_cashier_queue,106,
21.0,4,0,0,10,0,6,87,arrive,107,
21.0,5,0,0,10,0,6,87,join_cashier_queue,107,
21.0,5,0,0,9,0,6,87,ticket_purchased,87,
21.0,5,0,0,9,1,6,87,join_usher_queue,87,
21.0,4,0,0,10,1,6,87,start_ticket_check,87,
21.0,4,0,0,10,1,6,87,start_purchase,103,
21.0,4,0,0,9,1,6,87,ticket_purchased,98,
21.0,4,1,0,9,1,6,87,join_usher_queue,98,
21.0,3,1,0,10,1,6,87,start_purchase,104,
21.05,3,1,0,10,0,6,87,ticket_checked,87,
21.05,3,1,0,10,0,6,88,enter_theater,87,4.05
21.05,3,0,0,10,1,6,88,start_ticket_check,98,
21.1,3,0,0,10,0,6,88,ticket_checked,98,
21.1,3,0,0,10,0,6,89,enter_theater,98,1.9
21.2,3,0,0,10,0,6,89,arrive,108,
21.2,4,0,0,10,0,6,89,join_cashier_queue,108,
21.2,4,0,0,9,0,6,89,ticket_purchased,96,
21.2,4,0,0,9,1,6,89,join_usher_queue,96,
21.2,3,0,0,10,1,6,89,start_ticket_check,96,
21.2,3,0,0,10,1,6,89,start_purchase,105,
21.25,3,0,0,10,1,5,89,food_received,78,
21.25,3,0,0,10,1,5,90,enter_theater,78,6.05
21.25,3,0,0,10,0,5,90,ticket_checked,96,
21.25,3,0,0,10,0,6,90,join_food_queue,96,
21.25,3,0,0,10,0,6,90,start_food_order,96,
21.3,3,0,0,10,0,5,90,food_received,88,
21.3,3,0,0,10,0,5,91,enter_theater,88,4.1
21.4,3,0,0,10,0,5,91,arrive,109,
21.4,4,0,0,10,0,5,91,join_cashier_queue,109,
21.4,4,0,0,9,0,5,91,ticket_purchased,99,
21.4,4,0,0,9,1,5,91,join_usher_queue,99,
21.4,3,0,0,10,1,5,91,start_ticket_check,99,
21.4,3,0,0,10,1,5,91,start_purchase,106,
21.45,3,0,0,10,0,5,91,ticket_checked,99,
21.45,3,0,0,10,0,6,91,join_food_queue,99,
21.45,3,0,0,10,0,6,91,start_food_order,99,
21.6,3,0,0,10,0,6,91,arrive,110,
21.6,4,0,0,10,0,6,91,join_cashier_queue,110,
21.6,4,0,0,9,0,6,91,ticket_purchased,101,
21.6,4,0,0,9,1,6,91,join_usher_queue,101,
21.6,3,0,0,10,1,6,91,start_ticket_check,101,
21.6,3,0,0,10,1,6,91,start_purchase,107,
21.6,3,0,0,9,1,6,91,ticket_purchased,102,
21.6,3,1,0,9,1,6,91,join_usher_queue,102,
21.6,2,1,0,10,1,6,91,start_purchase,108,
21.65,2,1,0,10,1,5,91,food_received,72,
21.65,2,1,0,10,1,5,92,enter_theater,72,7.65
21.65,2,1,0,10,0,5,92,ticket_checked,101,
21.65,2,1,0,10,0,5,93,enter_theater,101,1.85
21.65,2,0,0,10,1,5,93,start_ticket_check,102,
21.7,2,0,0,10,1,4,93,food_received,92,
21.7,2,0,0,10,1,4,94,enter_theater,92,3.7
21.7,2,0,0,10,0,4,94,ticket_checked,102,
21.7,2,0,0,10,0,4,95,enter_theater,102,1.7
21.75,2,0,0,10,0,3,95,food_received,85,
21.75,2,0,0,10,0,3,96,enter_theater,85,5.15
21.8,2,0,0,10,0,3,96,arrive,111,
21.8,3,0,0,10,0,3,96,join_cashier_queue,111,
21.8,3,0,0,9,0,3,96,ticket_purchased,93,
